date,window_start,window_end,n_obs_window,realized_return,realized_loss,historical_var,parametric_var,monte_carlo_var,historical_es,parametric_es,monte_carlo_es,monte_carlo_seed,expected_tail_observations,sparse_tail,historical_exception,parametric_exception,monte_carlo_exception
2016-06-14,2015-06-17,2016-06-13,250,-0.001968730834377618,1968.7308343776178,27908.426194944906,24394.92302677606,24505.71274838127,34628.674572869495,27955.691828095936,27813.81336706832,1736129,2.5,True,False,False,False
2016-06-15,2015-06-18,2016-06-14,250,-0.001394983859515173,1394.983859515173,27908.426194944906,24409.96197541516,24536.832132831765,34628.674572869495,27970.832483868875,28102.62632313351,1736130,2.5,True,False,False,False
2016-06-16,2015-06-19,2016-06-15,250,0.0029797558868377874,-2979.7558868377873,27908.426194944906,24410.291940099578,24288.86756278895,34628.674572869495,27964.369724690197,28099.93217791248,1736131,2.5,True,False,False,False
2016-06-17,2015-06-22,2016-06-16,250,-0.003730844994783712,3730.844994783712,27908.426194944906,24375.68981587729,24315.1226917971,34628.674572869495,27929.055814579882,27666.326828032263,1736132,2.5,True,False,False,False
2016-06-20,2015-06-23,2016-06-17,250,0.006419267384618868,-6419.267384618868,27908.426194944906,24405.627147516236,24456.387859040562,34628.674572869495,27958.202738927994,28124.54014468855,1736135,2.5,True,False,False,False
2016-06-21,2015-06-24,2016-06-20,250,0.0028346648496546272,-2834.6648496546272,27908.426194944906,24400.93990260322,24335.95830433817,34628.674572869495,27956.160623246582,28038.91389184704,1736136,2.5,True,False,False,False
2016-06-22,2015-06-25,2016-06-21,250,-0.0016329025926118616,1632.9025926118616,27908.426194944906,24340.11703379287,24316.62901595744,34628.674572869495,27892.376935241293,27719.995008730017,1736137,2.5,True,False,False,False
2016-06-23,2015-06-26,2016-06-22,250,0.012938823486191653,-12938.823486191654,27908.426194944906,24331.463768116264,24221.71162444998,34628.674572869495,27883.285880985186,27762.242207989715,1736138,2.5,True,False,False,False
2016-06-24,2015-06-29,2016-06-23,250,-0.03656968795456319,36569.68795456319,27908.426194944906,24352.51427018759,24373.323355602297,34628.674572869495,27915.052662582202,27868.802662355047,1736139,2.5,True,True,True,True
2016-06-27,2015-06-30,2016-06-24,250,-0.018072037137940828,18072.037137940828,30436.088301576532,24806.534336598274,24958.711139861563,36717.85121736188,28426.248187241203,28485.8107458381,1736142,2.5,True,False,False,False
